long,latt,location
0.05647,52.11919,"0.05647,52.11919"
0.07983,52.31746,"0.07983,52.31746"
0.31785,52.02775,"0.31785,52.02775"
0.26123,52.21982,"0.26123,52.21982"
0.36563,52.24644,"0.36563,52.24644"
0.80516,52.25459,"0.80516,52.25459"
0.71954,52.23605,"0.71954,52.23605"
0.55878,52.42609,"0.55878,52.42609"
0.57383,52.42363,"0.57383,52.42363"
0.19002,52.27126,"0.19002,52.27126"
0.27157,52.15006,"0.27157,52.15006"
0.48389,52.30216,"0.48389,52.30216"
0.16994,52.11052,"0.16994,52.11052"
0.0579,52.31423,"0.0579,52.31423"
1.05598,52.35197,"1.05598,52.35197"
-0.00866,52.26889,"-0.00866,52.26889"
0.58183,52.24063,"0.58183,52.24063"
0.724,52.41504,"0.724,52.41504"
0.14195,52.20251,"0.14195,52.20251"
0.49032,52.27729,"0.49032,52.27729"
0.36424,52.24913,"0.36424,52.24913"
-0.06911,52.21638,"-0.06911,52.21638"
0.11807,52.1808,"0.11807,52.1808"
-0.05532,52.04139,"-0.05532,52.04139"
0.22571,52.12657,"0.22571,52.12657"
0.23231,52.01502,"0.23231,52.01502"
0.37111,52.26232,"0.37111,52.26232"
0.51805,52.34651,"0.51805,52.34651"
0.06285,52.21027,"0.06285,52.21027"
0.68028,52.29302,"0.68028,52.29302"
-0.01741,52.04898,"-0.01741,52.04898"
0.00155,52.12067,"0.00155,52.12067"
0.29603,52.17944,"0.29603,52.17944"
0.3642,52.24946,"0.3642,52.24946"
0.11996,52.21432,"0.11996,52.21432"
0.16116,52.21277,"0.16116,52.21277"
0.24186,52.01478,"0.24186,52.01478"
0.6561,52.39133,"0.6561,52.39133"
0.68241,52.26098,"0.68241,52.26098"
0.40646,52.251,"0.40646,52.251"
0.40646,52.251,"0.40646,52.251"
0.69785,52.25212,"0.69785,52.25212"
0.11065,52.17144,"0.11065,52.17144"
0.36563,52.24644,"0.36563,52.24644"
0.40757,52.25086,"0.40757,52.25086"
0.53527,52.33857,"0.53527,52.33857"
0.20906,52.0644,"0.20906,52.0644"
0.73313,52.25526,"0.73313,52.25526"
0.28265,52.40861,"0.28265,52.40861"
1.10766,52.3738,"1.10766,52.3738"
0.25202,52.40959,"0.25202,52.40959"
0.18877,52.06251,"0.18877,52.06251"
0.17261,52.22036,"0.17261,52.22036"
0.40425,52.25175,"0.40425,52.25175"
0.13486,52.20222,"0.13486,52.20222"
0.0522,52.02099,"0.0522,52.02099"
0.33887,52.32893,"0.33887,52.32893"
0.13661,52.22271,"0.13661,52.22271"
0.13661,52.22271,"0.13661,52.22271"
0.27362,52.10416,"0.27362,52.10416"
0.35873,52.35667,"0.35873,52.35667"
0.17093,52.28962,"0.17093,52.28962"
0.74272,52.245,"0.74272,52.245"
0.1303,52.20085,"0.1303,52.20085"
0.11575,52.23733,"0.11575,52.23733"
0.21965,52.3598,"0.21965,52.3598"
-0.0015,52.0732,"-0.0015,52.0732"
-0.03281,52.05923,"-0.03281,52.05923"
-0.03813,52.08103,"-0.03813,52.08103"
0.40792,52.24491,"0.40792,52.24491"
0.14571,52.1776,"0.14571,52.1776"
-0.06327,52.08279,"-0.06327,52.08279"
0.16479,52.06646,"0.16479,52.06646"
0.13544,52.1893,"0.13544,52.1893"
0.10783,52.16962,"0.10783,52.16962"
0.43547,52.08942,"0.43547,52.08942"
0.43561,52.08938,"0.43561,52.08938"
0.12008,52.19245,"0.12008,52.19245"
0.36563,52.24644,"0.36563,52.24644"
0.36094,52.24804,"0.36094,52.24804"
0.71518,52.25423,"0.71518,52.25423"
-0.04812,52.29427,"-0.04812,52.29427"
0.17471,52.18829,"0.17471,52.18829"
0.11285,52.17645,"0.11285,52.17645"
-0.05459,52.04574,"-0.05459,52.04574"
0.03841,52.25297,"0.03841,52.25297"
0.27233,52.00269,"0.27233,52.00269"
0.11246,52.21687,"0.11246,52.21687"
0.70291,52.28611,"0.70291,52.28611"
0.30188,52.2532,"0.30188,52.2532"
-0.03316,52.07113,"-0.03316,52.07113"
0.14388,52.20519,"0.14388,52.20519"
0.72433,52.40587,"0.72433,52.40587"
0.18877,52.06251,"0.18877,52.06251"
0.09029,52.14589,"0.09029,52.14589"
-0.00411,52.30026,"-0.00411,52.30026"
0.49686,52.30746,"0.49686,52.30746"
0.0201,52.25184,"0.0201,52.25184"
0.10812,52.19323,"0.10812,52.19323"
0.0643,52.26009,"0.0643,52.26009"
0.75585,52.25036,"0.75585,52.25036"
0.05481,52.29128,"0.05481,52.29128"
-0.00526,52.30165,"-0.00526,52.30165"
0.12338,52.20904,"0.12338,52.20904"
0.11807,52.1808,"0.11807,52.1808"
0.10617,52.25153,"0.10617,52.25153"
0.11467,52.23524,"0.11467,52.23524"
0.41956,52.26754,"0.41956,52.26754"
-0.00941,52.05085,"-0.00941,52.05085"
0.15255,52.19816,"0.15255,52.19816"
0.6861,52.23578,"0.6861,52.23578"
1.11076,52.37192,"1.11076,52.37192"
0.39369,52.19171,"0.39369,52.19171"
0.05216,52.02009,"0.05216,52.02009"
0.01595,52.25183,"0.01595,52.25183"
0.26841,52.40373,"0.26841,52.40373"
0.75194,52.41311,"0.75194,52.41311"
0.70487,52.2393,"0.70487,52.2393"
0.00774,52.09534,"0.00774,52.09534"
0.71618,52.27875,"0.71618,52.27875"
0.49204,52.09255,"0.49204,52.09255"
0.45017,52.07454,"0.45017,52.07454"
0.22378,52.12627,"0.22378,52.12627"
0.40892,52.24033,"0.40892,52.24033"
0.25616,52.02459,"0.25616,52.02459"
0.32983,52.28562,"0.32983,52.28562"
0.10753,52.16762,"0.10753,52.16762"
0.73146,52.426,"0.73146,52.426"
0.21054,51.98035,"0.21054,51.98035"
-0.10877,52.2476,"-0.10877,52.2476"
-0.10877,52.2476,"-0.10877,52.2476"
0.10563,52.19631,"0.10563,52.19631"
0.43739,52.30199,"0.43739,52.30199"
0.16583,52.12428,"0.16583,52.12428"
0.75103,52.24163,"0.75103,52.24163"
0.20567,52.13251,"0.20567,52.13251"
0.78712,52.37802,"0.78712,52.37802"
0.18877,52.06251,"0.18877,52.06251"
0.24258,52.16559,"0.24258,52.16559"
0.1409,52.2152,"0.1409,52.2152"
0.16418,52.25095,"0.16418,52.25095"
0.71482,52.13066,"0.71482,52.13066"
0.0871,52.238,"0.0871,52.238"
0.13281,52.21381,"0.13281,52.21381"
0.82592,52.24047,"0.82592,52.24047"
0.25085,52.40932,"0.25085,52.40932"
-0.00888,52.05711,"-0.00888,52.05711"
0.7692,52.16683,"0.7692,52.16683"
0.2449,52.43295,"0.2449,52.43295"
0.01241,52.21745,"0.01241,52.21745"
0.27001,52.3967,"0.27001,52.3967"
0.18039,52.27271,"0.18039,52.27271"
0.18039,52.27271,"0.18039,52.27271"
0.78278,52.31594,"0.78278,52.31594"
0.11991,52.19264,"0.11991,52.19264"
0.3405,52.29834,"0.3405,52.29834"
0.70016,52.26801,"0.70016,52.26801"
0.20249,51.95383,"0.20249,51.95383"
0.16274,52.2123,"0.16274,52.2123"
0.16274,52.2123,"0.16274,52.2123"
-0.01664,52.05647,"-0.01664,52.05647"
0.07582,52.23151,"0.07582,52.23151"
0.86862,52.23024,"0.86862,52.23024"
0.06135,52.31673,"0.06135,52.31673"
0.11378,52.19997,"0.11378,52.19997"
0.16731,52.19378,"0.16731,52.19378"
0.16039,52.20881,"0.16039,52.20881"
0.33077,52.29297,"0.33077,52.29297"
0.08387,52.18524,"0.08387,52.18524"
0.11772,52.17361,"0.11772,52.17361"
0.7492,52.20413,"0.7492,52.20413"
0.13354,52.1985,"0.13354,52.1985"
0.13354,52.1985,"0.13354,52.1985"
0.68366,52.24393,"0.68366,52.24393"
0.15693,52.10323,"0.15693,52.10323"
-0.11305,52.25037,"-0.11305,52.25037"
-0.01786,52.05187,"-0.01786,52.05187"
0.48609,52.08992,"0.48609,52.08992"
0.48609,52.08992,"0.48609,52.08992"
0.63191,52.44258,"0.63191,52.44258"
0.16925,52.21044,"0.16925,52.21044"
0.16925,52.21044,"0.16925,52.21044"
0.05413,52.12113,"0.05413,52.12113"
1.08199,52.35263,"1.08199,52.35263"
0.13861,52.19331,"0.13861,52.19331"
0.66403,52.38609,"0.66403,52.38609"
0.26261,51.98135,"0.26261,51.98135"
0.0242,52.31459,"0.0242,52.31459"
0.43095,52.07813,"0.43095,52.07813"
0.17296,52.11106,"0.17296,52.11106"
0.11151,52.21354,"0.11151,52.21354"
0.3405,52.29834,"0.3405,52.29834"
0.23465,52.14563,"0.23465,52.14563"
0.32619,52.3406,"0.32619,52.3406"
0.13974,52.2242,"0.13974,52.2242"
0.39473,52.26544,"0.39473,52.26544"
0.36563,52.24644,"0.36563,52.24644"
0.91653,52.2116,"0.91653,52.2116"
0.83147,52.23521,"0.83147,52.23521"
0.24535,52.02642,"0.24535,52.02642"
0.13341,52.09168,"0.13341,52.09168"
0.18976,52.27032,"0.18976,52.27032"
0.36563,52.24644,"0.36563,52.24644"
0.10783,52.16962,"0.10783,52.16962"
0.11065,52.17144,"0.11065,52.17144"
-0.0819,52.17594,"-0.0819,52.17594"
0.44401,52.07534,"0.44401,52.07534"
0.15482,52.18463,"0.15482,52.18463"
0.69656,52.25408,"0.69656,52.25408"
-0.01551,52.05747,"-0.01551,52.05747"
0.42155,52.07762,"0.42155,52.07762"
0.1036,52.20207,"0.1036,52.20207"
0.13418,52.3938,"0.13418,52.3938"
0.11719,52.22398,"0.11719,52.22398"
0.43979,52.26956,"0.43979,52.26956"
0.724,52.41504,"0.724,52.41504"
0.10626,52.14774,"0.10626,52.14774"
0.10626,52.14774,"0.10626,52.14774"
0.74272,52.245,"0.74272,52.245"
0.29534,52.25182,"0.29534,52.25182"
0.74982,52.41329,"0.74982,52.41329"
0.13295,52.19512,"0.13295,52.19512"
0.28586,52.15108,"0.28586,52.15108"
-0.04034,52.05547,"-0.04034,52.05547"
0.71662,52.2548,"0.71662,52.2548"
0.7042,52.24072,"0.7042,52.24072"
-0.02896,52.05937,"-0.02896,52.05937"
0.11468,52.22477,"0.11468,52.22477"
0.24717,52.38104,"0.24717,52.38104"
0.25184,52.39595,"0.25184,52.39595"
-0.01515,52.04732,"-0.01515,52.04732"
0.15238,52.19457,"0.15238,52.19457"
0.72466,52.22879,"0.72466,52.22879"
0.12962,52.20319,"0.12962,52.20319"
0.13627,52.05047,"0.13627,52.05047"
0.22847,51.95912,"0.22847,51.95912"
0.65724,52.29705,"0.65724,52.29705"
0.03055,52.25068,"0.03055,52.25068"
0.13296,52.19331,"0.13296,52.19331"
0.13288,52.19337,"0.13288,52.19337"
0.71228,52.26412,"0.71228,52.26412"
0.74297,52.24234,"0.74297,52.24234"
0.10235,52.21975,"0.10235,52.21975"
0.17254,52.1879,"0.17254,52.1879"
0.05645,52.11354,"0.05645,52.11354"
0.1145,52.16737,"0.1145,52.16737"
0.83042,52.44354,"0.83042,52.44354"
0.13278,52.20242,"0.13278,52.20242"
0.36563,52.24644,"0.36563,52.24644"
1.11088,52.37826,"1.11088,52.37826"
0.14985,52.21702,"0.14985,52.21702"
0.08389,52.24473,"0.08389,52.24473"
0.72037,52.30345,"0.72037,52.30345"
0.02267,52.25432,"0.02267,52.25432"
0.90016,52.47679,"0.90016,52.47679"
0.19067,52.1865,"0.19067,52.1865"
0.13353,52.21563,"0.13353,52.21563"
0.49874,52.31003,"0.49874,52.31003"
0.68764,52.25223,"0.68764,52.25223"
-0.10196,52.22828,"-0.10196,52.22828"
-0.10196,52.22828,"-0.10196,52.22828"
0.39565,52.26028,"0.39565,52.26028"
-0.01776,52.27239,"-0.01776,52.27239"
-0.03665,52.06061,"-0.03665,52.06061"
1.09985,52.37545,"1.09985,52.37545"
0.64057,52.44848,"0.64057,52.44848"
0.99854,52.33335,"0.99854,52.33335"
0.12078,52.39118,"0.12078,52.39118"
0.17365,52.12565,"0.17365,52.12565"
0.34898,52.32687,"0.34898,52.32687"
0.12852,52.21997,"0.12852,52.21997"
0.154,52.21801,"0.154,52.21801"
0.29534,52.25182,"0.29534,52.25182"
0.1145,52.16737,"0.1145,52.16737"
0.1145,52.16737,"0.1145,52.16737"
0.05327,52.30667,"0.05327,52.30667"
0.05056,52.3048,"0.05056,52.3048"
-0.01353,52.05089,"-0.01353,52.05089"
0.12631,52.23101,"0.12631,52.23101"
0.18877,52.06251,"0.18877,52.06251"
0.33077,52.29297,"0.33077,52.29297"
-0.01055,52.26959,"-0.01055,52.26959"
0.69388,52.25377,"0.69388,52.25377"
0.73227,52.29789,"0.73227,52.29789"
0.62153,52.45355,"0.62153,52.45355"
0.75414,52.24701,"0.75414,52.24701"
0.80908,52.25396,"0.80908,52.25396"
0.14172,52.17506,"0.14172,52.17506"
0.14172,52.17506,"0.14172,52.17506"
0.18877,52.06251,"0.18877,52.06251"
0.18877,52.06251,"0.18877,52.06251"
0.74285,52.22356,"0.74285,52.22356"
0.14816,52.35859,"0.14816,52.35859"
0.4967,52.30626,"0.4967,52.30626"
0.74406,52.24855,"0.74406,52.24855"
0.72037,52.30345,"0.72037,52.30345"
0.69222,52.24014,"0.69222,52.24014"
0.13774,52.18641,"0.13774,52.18641"
0.72205,52.40506,"0.72205,52.40506"
0.71123,52.24875,"0.71123,52.24875"
0.53373,52.33818,"0.53373,52.33818"
-0.00866,52.26889,"-0.00866,52.26889"
0.44787,52.43162,"0.44787,52.43162"
0.15657,52.16032,"0.15657,52.16032"
0.12465,52.28257,"0.12465,52.28257"
-0.05029,52.07759,"-0.05029,52.07759"
0.64271,52.4468,"0.64271,52.4468"
0.64271,52.4468,"0.64271,52.4468"
0.13845,52.20921,"0.13845,52.20921"
0.09603,52.20997,"0.09603,52.20997"
0.91413,52.23932,"0.91413,52.23932"
0.4295,52.20447,"0.4295,52.20447"
0.14186,52.35935,"0.14186,52.35935"
0.95337,52.47362,"0.95337,52.47362"
0.95337,52.47362,"0.95337,52.47362"
0.41047,52.28079,"0.41047,52.28079"
0.69098,52.25134,"0.69098,52.25134"
0.39649,52.2611,"0.39649,52.2611"
0.39649,52.2611,"0.39649,52.2611"
-0.02449,52.00884,"-0.02449,52.00884"
0.724,52.41504,"0.724,52.41504"
0.1276,52.28899,"0.1276,52.28899"
0.10779,52.16626,"0.10779,52.16626"
0.10779,52.16626,"0.10779,52.16626"
0.06385,52.21054,"0.06385,52.21054"
0.63004,52.26476,"0.63004,52.26476"
0.1276,52.28899,"0.1276,52.28899"
0.66506,52.4287,"0.66506,52.4287"
0.11211,52.22196,"0.11211,52.22196"
0.5341,52.38725,"0.5341,52.38725"
0.36859,52.26935,"0.36859,52.26935"
0.51959,52.27642,"0.51959,52.27642"
0.51959,52.27642,"0.51959,52.27642"
0.15638,52.23651,"0.15638,52.23651"
0.71009,52.24696,"0.71009,52.24696"
0.15365,52.18665,"0.15365,52.18665"
0.24981,52.24041,"0.24981,52.24041"
0.12181,52.2834,"0.12181,52.2834"
0.66403,52.38609,"0.66403,52.38609"
0.38634,52.24797,"0.38634,52.24797"
0.12648,52.20738,"0.12648,52.20738"
0.87904,52.32249,"0.87904,52.32249"
0.11332,52.22669,"0.11332,52.22669"
0.15415,52.23905,"0.15415,52.23905"
0.15415,52.23905,"0.15415,52.23905"
0.17188,52.26435,"0.17188,52.26435"
0.30711,52.18714,"0.30711,52.18714"
0.62564,52.45209,"0.62564,52.45209"
-0.00227,52.28888,"-0.00227,52.28888"
0.76371,52.42376,"0.76371,52.42376"
0.76371,52.42376,"0.76371,52.42376"
0.73531,52.24994,"0.73531,52.24994"
0.24564,52.41855,"0.24564,52.41855"
0.10814,52.24932,"0.10814,52.24932"
0.11037,52.16842,"0.11037,52.16842"
0.66403,52.38609,"0.66403,52.38609"
0.17401,52.22097,"0.17401,52.22097"
0.86892,52.27632,"0.86892,52.27632"
0.7209,52.4041,"0.7209,52.4041"
0.71548,52.29933,"0.71548,52.29933"
0.66549,52.38595,"0.66549,52.38595"
0.414,52.24256,"0.414,52.24256"
0.1223,52.23604,"0.1223,52.23604"
0.15306,52.38919,"0.15306,52.38919"
0.36392,52.42976,"0.36392,52.42976"
0.91734,52.23199,"0.91734,52.23199"
0.91733,52.2319,"0.91733,52.2319"
1.06025,52.35391,"1.06025,52.35391"
0.14609,52.15511,"0.14609,52.15511"
0.77413,52.37749,"0.77413,52.37749"
0.67861,52.3955,"0.67861,52.3955"
-0.01701,52.04159,"-0.01701,52.04159"
0.61581,52.46333,"0.61581,52.46333"
0.25964,52.38783,"0.25964,52.38783"
0.25952,52.38794,"0.25952,52.38794"
0.67118,52.30447,"0.67118,52.30447"
0.67579,52.13776,"0.67579,52.13776"
0.00825,52.15474,"0.00825,52.15474"
0.30713,52.43816,"0.30713,52.43816"
0.95115,52.38864,"0.95115,52.38864"
0.15903,52.09012,"0.15903,52.09012"
0.07719,52.18899,"0.07719,52.18899"
0.13528,52.20958,"0.13528,52.20958"
0.36649,52.26632,"0.36649,52.26632"
0.61746,52.46306,"0.61746,52.46306"
0.3847,52.31208,"0.3847,52.31208"
0.23915,52.38994,"0.23915,52.38994"
-0.0649,52.22025,"-0.0649,52.22025"
0.3405,52.29834,"0.3405,52.29834"
0.89866,52.22518,"0.89866,52.22518"
0.76669,52.40502,"0.76669,52.40502"
-0.10416,52.23023,"-0.10416,52.23023"
-0.12478,52.11117,"-0.12478,52.11117"
0.15638,52.19749,"0.15638,52.19749"
-0.06285,52.2158,"-0.06285,52.2158"
0.69199,52.25155,"0.69199,52.25155"
-0.01057,52.04785,"-0.01057,52.04785"
-0.01038,52.04784,"-0.01038,52.04784"
0.12793,52.21542,"0.12793,52.21542"
0.83537,52.30244,"0.83537,52.30244"
0.80749,52.28281,"0.80749,52.28281"
0.18194,52.21267,"0.18194,52.21267"
0.4475,52.07666,"0.4475,52.07666"
0.15151,52.24491,"0.15151,52.24491"
0.1658,52.18083,"0.1658,52.18083"
0.04761,52.27904,"0.04761,52.27904"
-0.0226,52.26959,"-0.0226,52.26959"
0.40796,52.24488,"0.40796,52.24488"
0.89054,52.32554,"0.89054,52.32554"
0.31128,52.24632,"0.31128,52.24632"
0.91709,52.21624,"0.91709,52.21624"
0.14911,52.18743,"0.14911,52.18743"
0.24699,52.01024,"0.24699,52.01024"
0.82921,52.23816,"0.82921,52.23816"
0.1252,52.20765,"0.1252,52.20765"
0.76818,52.42455,"0.76818,52.42455"
0.09253,52.22892,"0.09253,52.22892"
0.0624,52.17909,"0.0624,52.17909"
0.75,52.42717,"0.75,52.42717"
0.17395,51.97654,"0.17395,51.97654"
0.39146,52.27282,"0.39146,52.27282"
0.7081,52.26514,"0.7081,52.26514"
0.7081,52.26514,"0.7081,52.26514"
0.14693,52.11193,"0.14693,52.11193"
0.84086,52.29718,"0.84086,52.29718"
0.70925,52.23161,"0.70925,52.23161"
0.09987,52.21313,"0.09987,52.21313"
0.12258,52.18341,"0.12258,52.18341"
0.28727,52.46263,"0.28727,52.46263"
0.40236,52.25512,"0.40236,52.25512"
0.12194,52.28358,"0.12194,52.28358"
0.52366,52.34189,"0.52366,52.34189"
-0.04732,52.2457,"-0.04732,52.2457"
0.13341,52.09168,"0.13341,52.09168"
0.13367,52.18651,"0.13367,52.18651"
0.13367,52.18651,"0.13367,52.18651"
0.70657,52.24614,"0.70657,52.24614"
0.51066,52.13697,"0.51066,52.13697"
0.17353,52.38583,"0.17353,52.38583"
0.83011,52.30153,"0.83011,52.30153"
0.28014,52.03313,"0.28014,52.03313"
0.16274,52.2123,"0.16274,52.2123"
0.39649,52.2611,"0.39649,52.2611"
0.1154,52.22168,"0.1154,52.22168"
0.39195,52.26469,"0.39195,52.26469"
0.11388,52.12191,"0.11388,52.12191"
0.18877,52.06251,"0.18877,52.06251"
0.36441,52.50063,"0.36441,52.50063"
0.28069,52.03282,"0.28069,52.03282"
0.3118,52.04232,"0.3118,52.04232"
0.27214,52.40728,"0.27214,52.40728"
-0.05427,52.21184,"-0.05427,52.21184"
1.10915,52.37542,"1.10915,52.37542"
0.1305,52.21817,"0.1305,52.21817"
1.10947,52.3816,"1.10947,52.3816"
0.2,52.06239,"0.2,52.06239"
0.31042,52.08225,"0.31042,52.08225"
0.2478,52.40322,"0.2478,52.40322"
0.08056,52.21411,"0.08056,52.21411"
0.73229,52.40716,"0.73229,52.40716"
0.10978,52.25091,"0.10978,52.25091"
-0.01195,52.18486,"-0.01195,52.18486"
0.70575,52.24008,"0.70575,52.24008"
0.13662,52.1861,"0.13662,52.1861"
0.13551,52.23273,"0.13551,52.23273"
0.13447,52.23265,"0.13447,52.23265"
0.70837,52.24588,"0.70837,52.24588"
0.18877,52.06251,"0.18877,52.06251"
0.26521,52.40009,"0.26521,52.40009"
0.69603,52.26339,"0.69603,52.26339"
-0.03112,52.05635,"-0.03112,52.05635"
-0.02924,52.04779,"-0.02924,52.04779"
0.12911,52.19688,"0.12911,52.19688"
0.23143,52.01791,"0.23143,52.01791"
0.43739,52.30199,"0.43739,52.30199"
0.02055,52.25689,"0.02055,52.25689"
0.24953,52.3913,"0.24953,52.3913"
0.18877,52.06251,"0.18877,52.06251"
0.33077,52.29297,"0.33077,52.29297"
0.65989,52.34087,"0.65989,52.34087"
0.40968,52.24106,"0.40968,52.24106"
0.14073,52.22625,"0.14073,52.22625"
0.00847,52.2088,"0.00847,52.2088"
0.18877,52.06251,"0.18877,52.06251"
0.01549,52.28737,"0.01549,52.28737"
0.93175,52.30586,"0.93175,52.30586"
0.2261,52.128,"0.2261,52.128"
0.11439,52.22839,"0.11439,52.22839"
0.81396,52.21931,"0.81396,52.21931"
0.15201,52.23279,"0.15201,52.23279"
0.38959,52.24776,"0.38959,52.24776"
0.39458,52.26498,"0.39458,52.26498"
0.42417,52.07957,"0.42417,52.07957"
0.52913,52.41192,"0.52913,52.41192"
0.83379,52.30068,"0.83379,52.30068"
0.42014,52.08595,"0.42014,52.08595"
0.11547,52.20195,"0.11547,52.20195"
0.71077,52.24271,"0.71077,52.24271"
0.14092,52.21522,"0.14092,52.21522"
0.06715,52.21324,"0.06715,52.21324"
0.68648,52.24207,"0.68648,52.24207"
0.12157,52.28505,"0.12157,52.28505"
0.00802,52.09389,"0.00802,52.09389"
0.88383,52.32555,"0.88383,52.32555"
0.81203,52.40647,"0.81203,52.40647"
0.09836,52.19734,"0.09836,52.19734"
0.16219,52.20008,"0.16219,52.20008"
0.16219,52.20008,"0.16219,52.20008"
0.12267,52.17675,"0.12267,52.17675"
0.68675,52.43657,"0.68675,52.43657"
0.24693,52.01374,"0.24693,52.01374"
0.4057,52.08894,"0.4057,52.08894"
0.10707,52.25712,"0.10707,52.25712"
0.14553,51.96087,"0.14553,51.96087"
0.1354,52.14645,"0.1354,52.14645"
0.10793,52.24479,"0.10793,52.24479"
0.7249,52.24631,"0.7249,52.24631"
0.40855,52.24449,"0.40855,52.24449"
0.12739,52.23174,"0.12739,52.23174"
-0.08767,52.20796,"-0.08767,52.20796"
0.15407,52.23129,"0.15407,52.23129"
0.23273,52.02065,"0.23273,52.02065"
0.29679,52.21386,"0.29679,52.21386"
0.30586,52.2068,"0.30586,52.2068"
0.66541,52.37943,"0.66541,52.37943"
0.01578,52.19189,"0.01578,52.19189"
0.68711,52.25131,"0.68711,52.25131"
0.48487,52.29965,"0.48487,52.29965"
0.47849,52.37433,"0.47849,52.37433"
0.73728,52.25226,"0.73728,52.25226"
0.73682,52.25301,"0.73682,52.25301"
0.3631,52.24969,"0.3631,52.24969"
0.3631,52.24969,"0.3631,52.24969"
0.31454,52.46757,"0.31454,52.46757"
0.31454,52.46757,"0.31454,52.46757"
0.11843,52.40288,"0.11843,52.40288"
0.605,52.44256,"0.605,52.44256"
0.78536,52.37911,"0.78536,52.37911"
0.10119,52.20546,"0.10119,52.20546"
0.78151,52.24137,"0.78151,52.24137"
-0.05542,52.04529,"-0.05542,52.04529"
0.16432,52.24926,"0.16432,52.24926"
0.44508,52.0803,"0.44508,52.0803"
0.00487,52.09606,"0.00487,52.09606"
0.6956,52.15311,"0.6956,52.15311"
0.12023,52.28777,"0.12023,52.28777"
0.02101,52.30509,"0.02101,52.30509"
-0.05302,52.01557,"-0.05302,52.01557"
1.10891,52.37245,"1.10891,52.37245"
0.79753,52.38394,"0.79753,52.38394"
0.79753,52.38394,"0.79753,52.38394"
0.10447,52.19599,"0.10447,52.19599"
0.11958,52.21387,"0.11958,52.21387"
0.23922,52.02259,"0.23922,52.02259"
0.18877,52.06251,"0.18877,52.06251"
0.41959,52.07859,"0.41959,52.07859"
0.01294,52.21773,"0.01294,52.21773"
-0.01742,52.06175,"-0.01742,52.06175"
0.53416,52.33846,"0.53416,52.33846"
-0.1009,52.22969,"-0.1009,52.22969"
-0.1009,52.22969,"-0.1009,52.22969"
0.07582,52.23151,"0.07582,52.23151"
0.412,52.34063,"0.412,52.34063"
0.53516,52.3373,"0.53516,52.3373"
0.191,52.26558,"0.191,52.26558"
-0.02445,52.05905,"-0.02445,52.05905"
0.59688,52.25612,"0.59688,52.25612"
0.52478,52.41292,"0.52478,52.41292"
0.56065,52.42391,"0.56065,52.42391"
0.70907,52.24695,"0.70907,52.24695"
0.69628,52.2506,"0.69628,52.2506"
1.08199,52.35263,"1.08199,52.35263"
0.46467,52.21907,"0.46467,52.21907"
0.07545,52.2147,"0.07545,52.2147"
0.72205,52.40506,"0.72205,52.40506"
0.08966,52.24896,"0.08966,52.24896"
0.34433,51.99721,"0.34433,51.99721"
0.85499,52.30239,"0.85499,52.30239"
0.12134,52.16967,"0.12134,52.16967"
0.11807,52.23403,"0.11807,52.23403"
0.11844,52.23349,"0.11844,52.23349"
0.71925,52.24974,"0.71925,52.24974"
0.7209,52.4041,"0.7209,52.4041"
0.724,52.41504,"0.724,52.41504"
0.26328,52.22296,"0.26328,52.22296"
0.26328,52.22296,"0.26328,52.22296"
0.65633,52.22212,"0.65633,52.22212"
-0.00296,52.29416,"-0.00296,52.29416"
-0.00269,52.29351,"-0.00269,52.29351"
0.23413,52.10311,"0.23413,52.10311"
0.50205,52.31638,"0.50205,52.31638"
0.18538,52.23982,"0.18538,52.23982"
0.88521,52.18881,"0.88521,52.18881"
0.0581,52.30776,"0.0581,52.30776"
0.07713,52.20893,"0.07713,52.20893"
0.15526,52.19361,"0.15526,52.19361"
0.84029,52.42492,"0.84029,52.42492"
-0.07494,52.22157,"-0.07494,52.22157"
0.10269,52.17388,"0.10269,52.17388"
0.13861,52.19331,"0.13861,52.19331"
0.14093,52.39186,"0.14093,52.39186"
0.95422,52.47474,"0.95422,52.47474"
0.52493,52.41561,"0.52493,52.41561"
0.72023,52.2423,"0.72023,52.2423"
0.11768,52.23283,"0.11768,52.23283"
0.16029,52.18547,"0.16029,52.18547"
0.19977,52.18511,"0.19977,52.18511"
0.65678,52.29744,"0.65678,52.29744"
0.23411,52.01498,"0.23411,52.01498"
0.21445,52.11703,"0.21445,52.11703"
0.21431,52.11679,"0.21431,52.11679"
-0.02531,52.04839,"-0.02531,52.04839"
0.18735,52.18511,"0.18735,52.18511"
0.93388,52.43854,"0.93388,52.43854"
0.16146,52.20069,"0.16146,52.20069"
0.19994,52.06272,"0.19994,52.06272"
0.44765,52.08178,"0.44765,52.08178"
0.75046,52.22806,"0.75046,52.22806"
0.67062,52.30702,"0.67062,52.30702"
0.06662,52.11247,"0.06662,52.11247"
0.52681,52.18988,"0.52681,52.18988"
0.52681,52.18988,"0.52681,52.18988"
0.07719,52.18899,"0.07719,52.18899"
0.07719,52.18899,"0.07719,52.18899"
0.31814,52.45357,"0.31814,52.45357"
-0.01933,52.05603,"-0.01933,52.05603"
0.28211,52.23832,"0.28211,52.23832"
0.78491,52.13896,"0.78491,52.13896"
0.78288,52.13822,"0.78288,52.13822"
0.78805,52.1367,"0.78805,52.1367"
0.05645,52.11354,"0.05645,52.11354"
0.69199,52.25155,"0.69199,52.25155"
