,Incident Number,long,latt,PC Sector
2486,27130546,-0.10055,51.54511,N1 2
2487,27130740,-1.18181,51.76175,OX3 8
2488,27130741,0.60536,50.99726,TN31 6
2489,27130877,-2.08262,52.56482,WV14 0
2490,27130944,-1.05381,51.11853,GU34 5
2491,27131175,-,,N/A
2492,27131551,-1.85293,52.4236,B28 0
2493,27131791,-1.24194,52.553709999999995,LE9 3
2494,27131996,-2.22666,53.46208000000001,M13 0
2495,27132389,0.09875,51.48775,SE18 1
2496,27132580,-0.81835,51.7299,HP27 0
2497,27132749,0.40838,51.310109999999995,ME19 5
2498,27132783,-0.27757,51.752109999999995,AL4 0
2499,27132959,-1.16903,52.970119999999994,NG7 6
2500,27133009,-2.31147,53.41491,M33 3
2501,27133036,-2.0715,50.63678,BH20 5
2502,27133044,-2.9724,55.96216999999999,EH32 9
2503,27133196,-5.42995,57.419509999999995,IV54 8
2504,27133433,-0.17637,51.56071,NW3 1
2505,27133521,-0.01608,51.596779999999995,E17 4
2506,27133618,-0.91967,51.427820000000004,RG6 4
2507,27133636,-1.17289,52.61141,LE3 2
2508,27134035,-2.99651,53.43824,L20 8
2509,27134116,-5.2021,50.31122,TR5 0
2510,27134117,-2.95136,53.41166,L7 2
2511,27134924,-1.19849,51.95061,OX27 7
2512,27135551,-3.04998,53.82962,FY1 2
2513,27136251,-2.73485,52.03628,HR2 7
2514,27136273,-3.45807,51.62435,CF40 2
2515,27136577,-0.90078,51.304159999999996,RG27 8
2516,27136799,-2.42825,53.57492,BL3 6
2517,27137403,-1.46376,52.89128,DE24 9
2518,27137467,-2.5362,51.47533,BS16 3
2519,27137761,-0.08828,51.39022,SE25 5
2520,27137963,-2.21147,51.8401,GL4 5
2521,27138166,-0.4688,51.54017,UB10 0
2522,27138305,0.63693,51.80068,CM8 1
2523,27138344,-0.10191,51.61618,N13 5
2524,27138402,0.15608,51.57306,RM7 9
2525,27138665,1.13899,51.78115,CO15 1
2526,27138710,-0.19197,51.363409999999995,SM1 4
2527,27138746,-0.26375,51.677820000000004,WD6 5
2528,27138800,-1.92792,52.43356,B29 6
2529,27138804,-0.13743,51.45032,SW4 8
2530,27139015,-,,N/A
2531,27139074,-3.40483,56.3969,PH2 7
2532,27139153,-0.3968,51.52885,UB4 9
2533,27139236,-2.48801,57.054030000000004,AB31 5
2534,27139441,-1.5363,53.32357,S17 3
2535,27140026,-2.78701,56.335719999999995,KY16 9
2536,27140474,-1.07924,52.63949,LE5 2
2537,27140535,-3.54599,50.39483,TQ5 0
2538,27140606,-1.78521,53.57233000000001,HD9 7
2539,27140670,-2.91939,53.182019999999994,CH4 8
2540,27140776,-3.45693,51.46331,CF71 7
2541,27140815,-1.59431,54.765609999999995,DH1 3
2542,27140943,-2.73335,53.36115,WA8 7
2543,27141011,-4.15186,50.404740000000004,PL5 3
2544,27141133,-0.93107,54.57014,TS12 2
2545,27141150,0.60599,51.64127,CM3 5
2546,27141174,-2.38894,53.49985,M28 2
2547,27141219,-2.36057,54.99115,NE47 7
2548,27141444,-1.40556,54.98469,NE34 6
2549,27141542,-,,N/A
2550,27141598,-1.65734,53.67931,WF13 3
2551,27141690,-0.37585,51.46921,TW3 3
2552,27141696,-3.29568,55.952,EH4 7
2553,27141706,-2.21645,53.444880000000005,M14 6
2554,27141844,-4.31474,51.82217,SA32 8
2555,27141963,-1.04751,51.46472,RG31 5
2556,27142063,-0.18206,51.153659999999995,RH6 0
2557,27142474,-4.12685,50.4166,PL6 5
2558,27142592,-,,N/A
2559,27142806,0.18696,51.52482,RM13 8
2560,27142869,-0.22107,51.68783,EN6 3
2561,27143050,-3.78048,56.26178,PH4 1
2562,27143248,-2.01515,50.78828,BH21 3
2563,27143386,-2.10794,51.448029999999996,SN15 3
2564,27143736,-2.01476,52.57564,WS2 9
2565,27143768,-3.65551,51.65125,SA13 3
2566,27143795,-1.41097,50.91961,SO15 2
2567,27144147,-4.93474,55.95531999999999,PA23 7
2568,27144296,-2.25492,53.521119999999996,M25 0
2569,27144407,-1.2356,52.91121999999999,NG9 5
2570,27144417,-2.05238,51.94893,GL52 8
2571,27144439,-1.17782,52.93335,NG7 2
2572,27144482,-4.32337,51.85046,SA31 3
2573,27144678,-1.14333,50.8505,PO16 8
2574,27145228,1.33039,51.134370000000004,CT16 1
2575,27145283,-2.56114,51.43423,BS4 2
2576,27145492,-,,N/A
2577,27145605,-2.53247,53.421369999999996,WA3 6
2578,27145792,-0.10513,51.62234,N13 5
2579,27145970,-4.5135,50.3447,PL13 2
2580,27145992,-1.85402,52.54048,B23 5
2581,27146062,-1.79494,53.815169999999995,BD9 5
2582,27146093,-0.7398,52.00245,MK3 6
2583,27146149,-3.00048,54.2514,LA12 8
2584,27146255,-2.20819,53.52751,M9 6
2585,27146476,-2.17849,53.638119999999994,OL12 7
2586,27146515,-3.06924,53.21095,CH5 4
2587,27146650,-0.47619,51.479459999999996,TW6 2
2588,27146906,-2.94741,54.63816,CA11 0
2589,27146986,-0.37954,51.52772,UB5 6
2590,27146994,-0.85814,51.83444,HP18 0
2591,27147009,-2.9155,53.445069999999994,L11 2
2592,27147350,-1.37724,53.516130000000004,S73 0
2593,27147475,-1.45078,53.53272,S70 4
2594,27147724,-1.25581,53.119930000000004,NG17 5
2595,27147791,-4.9233,55.95231,PA23 8
2596,27147995,0.49197,52.84313,PE31 6
2597,27148028,-,,N/A
2598,27148088,1.17901,51.0892,CT19 5
2599,27148130,-1.20505,51.96113,OX27 7
2600,27148180,-0.1343,52.78933000000001,PE12 6
2601,27148430,-1.46537,53.393919999999994,S3 9
2602,27148436,-1.70993,52.19056,CV37 6
2603,27148619,-2.29594,53.47934,M50 2
2604,27148778,-0.26031,51.59166,NW9 0
2605,27148829,-2.88077,54.02065,LA3 3
2606,27148939,-5.07801,50.3919,TR8 5
2607,27149148,-0.37175,51.876259999999995,LU2 9
2608,27149381,-1.82999,53.86023,BD16 4
2609,27149530,-1.52633,55.16611999999999,NE63 9
2610,27149613,0.20344,51.597359999999995,RM3 7
2611,27149615,-2.7545,53.53699,WN8 9
2612,27149685,-2.27273,53.3588,M90 1
2613,27150149,-2.94028,53.397969999999994,L15 2
2614,27150277,-2.06787,52.567530000000005,WV14 7
2615,27150617,0.84975,51.885659999999994,CO3 9
2616,27150884,-1.2226,52.64741,LE6 0
2617,27151031,-3.28011,51.42131,CF62 9
2618,27151232,-0.28522,51.58213,HA3 9
2619,27151243,-1.98598,52.56697,WS1 4
2620,27151364,0.09562,50.97784,TN22 1
2621,27151656,-0.6977,51.666709999999995,HP15 6
2622,27151991,-3.28417,54.84425,CA7 4
2623,27152328,-3.78551,53.1341,
2624,27152339,-3.89976,52.761340000000004,LL40 2
2625,27152538,-2.33241,53.59195,BL8 2
2626,27152723,-,,N/A
2627,27152789,-2.75519,54.66956999999999,CA11 9
2628,27153570,-3.2416,51.65695,CF82 7
2629,27153676,-3.43354,56.0807,KY12 0
2630,27153702,-0.41983,52.15549,MK41 0
2631,27154419,-1.66459,53.812380000000005,LS28 5
2632,27154499,-2.65509,53.451280000000004,WA12 9
2633,27154720,-1.44395,52.8998,DE24 8
2634,27154749,-0.08027,51.41802,SE19 2
2635,27154764,-1.4808,52.42705,CV6 7
2636,27154826,-5.43447,56.03824,PA31 8
2637,27155090,-1.678,54.99235,NE5 2
2638,27155482,-1.54908,53.80076,LS1 3
2639,27155483,-2.58791,51.45451,BS1 6
2640,27155892,-2.20429,53.83967,BB9 9
2641,27155991,-2.19382,53.021409999999996,ST1 4
2642,27156083,-3.56668,50.728159999999995,EX4 2
2643,27156096,-1.58647,53.7979,LS12 2
2644,27156138,-3.96424,55.774190000000004,ML1 2
2645,27156308,-0.77288,50.82781,PO19 8
2646,27156403,-,,N/A
2647,27156461,-3.41987,53.30709,LL18 6
2648,27156837,-2.98473,53.313269999999996,CH63 0
2649,27156978,0.88725,51.89495,CO3 3
2650,27157007,0.24419,51.60378,RM3 9
2651,27157231,-2.25789,52.85473,ST21 6
2652,27158318,-1.87196,52.454190000000004,B11 4
2653,27158365,-,,N/A
2654,27158481,-7.55645,49.76688,N/A
2655,27158669,0.08625,51.466390000000004,DA16 3
2656,27158674,-1.54741,53.793169999999996,LS1 4
2657,27158769,-1.81208,51.06824,SP2 7
2658,27158832,-3.45894,50.59086,EX7 0
2659,27158902,-0.25913,52.560140000000004,PE2 9
2660,27158909,-0.90892,52.23703,NN5 5
2661,27158972,-2.15643,53.39994,SK2 6
2662,27158999,-2.39772,51.05722,BA9 9
2663,27159369,-1.4216,53.3483,S12 2
2664,27159534,-2.75463,53.40971,L35 0
2665,27159597,-0.22945,51.75397,AL10 8
2666,27159834,-4.05834,51.07816,EX32 8
2667,27160077,-2.99662,53.7526,FY8 3
2668,27160172,0.52532,51.33363,ME5 9
2669,27160182,-2.18202,53.40529,SK3 0
2670,27160449,-3.38669,51.52082,CF72 9
2671,27160923,-4.9218,50.39703,TR9 6
2672,27161063,-1.44529,53.54555,S70 3
2673,27161079,0.66684,52.15887,IP29 4
2674,27161185,-2.89932,53.74815,PR4 1
2675,27161222,-1.41168,53.41421,S9 1
2676,27161243,-1.06895,53.53665,DN3 2
2677,27161315,-2.57559,53.47416,WA3 2
2678,27161694,-0.10013,51.4165,SE19 3
2679,27161925,-2.70883,52.05292,HR1 2
2680,27162196,0.19569,51.28631,TN13 3
2681,27162286,-0.06434,51.48067,SE15 1
2682,27162440,-2.91239,53.19364,CH1 4
2683,27162491,-4.21637,57.48732,IV1 1
2684,27162574,-3.24437,51.58806,CF83 2
2685,27162875,-2.61444,57.100880000000004,AB31 4
2686,27162931,-2.38083,53.5999,BL2 4
2687,27163008,-1.7364,54.907709999999994,NE16 6
2688,27163067,-0.25722,51.40815,KT3 4
2689,27163147,-4.09915,55.835390000000004,G71 6
2690,27163234,-2.20904,53.426880000000004,M19 1
2691,27163529,-2.61138,51.4285,BS13 7
2692,27163561,-3.95601,56.13049,FK8 1
2693,27163751,-2.36245,53.74738000000001,BB5 2
2694,27163972,-3.07628,54.367230000000006,LA21 8
2695,27164012,-4.23061,57.447390000000006,IV2 6
2696,27164165,-4.03687,51.06793,EX32 9
2697,27164172,-2.00882,52.408409999999996,B45 0
2698,27164240,-4.32359,55.9441,G62 7
2699,27164350,-1.96732,52.66491,WS11 9
2700,27164521,-1.35824,54.776880000000006,SR8 3
2701,27164537,0.05614,52.45527,PE16 6
2702,27164990,-1.55857,52.34044,CV8 2
2703,27165271,-0.37384,51.566309999999994,HA2 9
2704,27165426,-1.3422,53.20015,S44 5
2705,27165530,-,,N/A
2706,27165610,-4.12205,51.20016,EX34 8
2707,27165956,-1.13182,52.93748000000001,NG2 5
2708,27166019,-0.18333,51.78385,AL7 4
2709,27166027,-2.15011,57.032880000000006,AB39 3
2710,27166760,-3.36661,50.61495,EX8 5
2711,27166791,-2.36165,53.4777,M30 7
2712,27166997,-1.49686,52.30843,CV32 7
2713,27167078,-3.61735,57.61159,IV36 1
2714,27167135,-,,N/A
2715,27167208,-0.13853,51.617509999999996,N11 1
2716,27167236,0.39477,51.10418,TN3 8
2717,27167372,-3.09401,51.03559,TA2 7
2718,27167541,-0.65576,52.89546,NG31 7
2719,27167588,1.08616,51.283609999999996,CT1 1
2720,27167611,-5.40763,50.20772,TR27 5
2721,27167716,-0.12779,51.64862,N14 4
2722,27168001,-0.01257,51.41235,BR3 5
2723,27168552,-,,N/A
2724,27168571,-2.34905,53.41032,M33 4
2725,27168639,-2.95618,54.61691999999999,CA11 0
2726,27168658,-0.46073,53.72445,HU13 0
2727,27168673,-4.72343,51.66937,SA70 7
2728,27168919,-3.9385,51.61888,SA1 1
2729,27169108,0.7502,52.20642,IP30 0
2730,27169134,-1.77926,52.5822,B75 6
2731,27169347,-0.71351,51.7076,HP16 9
2732,27169440,-1.99247,52.580180000000006,WS2 9
2733,27169451,-1.79052,53.78819,BD7 2
2734,27169910,-2.89308,53.19339,CH1 2
2735,27170235,-3.90342,57.14504,PH21 1
2736,27170264,0.2511,51.88098,CM24 1
2737,27170341,-3.02104,53.76425,FY8 3
2738,27170387,-3.04104,53.07552,LL11 6
2739,27170564,-1.29276,50.92705,SO30 2
2740,27170576,-0.47619,51.479459999999996,TW6 2
2741,27170878,-4.21606,55.743840000000006,G75 8
2742,27170892,-3.22387,54.15107,LA14 4
2743,27170987,-2.72646,53.646480000000004,PR7 5
2744,27171180,-2.28935,53.702630000000006,BB4 8
2745,27171309,-2.56365,53.59648000000001,BL6 5
2746,27171407,-1.72234,53.76738,BD4 6
2747,27171439,-1.69376,53.81051,LS28 5
2748,27171616,-0.6073,51.52884,SL2 1
2749,27171781,-4.02789,52.4436,SY24 5
2750,27172574,-4.09536,51.18118,EX34 9
2751,27172591,-0.22739,51.398709999999994,SW20 9
2752,27173122,-2.15197,52.56655,WV4 4
2753,27173140,-3.34046,56.59183,PH10 6
2754,27173253,-0.11245,50.994209999999995,RH16 4
2755,27173332,-1.85993,52.40375,B90 1
2756,27173339,-0.04691,51.41652,SE20 7
2757,27173359,-1.85993,52.40375,B90 1
2758,27173364,-0.00988,51.47436,SE10 8
2759,27173435,-1.10078,52.670230000000004,LE4 7
2760,27173908,0.0939,51.56082,IG3 8
2761,27173991,-0.41441,51.64868,WD18 7
2762,27174072,0.1106,52.20645,CB3 9
2763,27174415,-2.101,53.49259,OL7 9
2764,27174704,-1.95879,52.46055,B17 9
2765,27174895,-1.78292,53.789080000000006,BD7 2
2766,27174952,-1.87502,52.49737,B7 5
2767,27175074,-2.61374,51.49774,BS10 6
2768,27175574,-1.08958,50.81222,PO2 8
2769,27175662,-2.62342,53.44785,WA12 8
2770,27175948,-0.56003,53.72489,HU15 1
2771,27176233,0.17899,51.58178,RM1 4
2772,27176314,-0.11164,51.68881,EN2 8
2773,27176394,-0.40764,53.14216999999999,LN4 3
2774,27176472,-2.39773,51.53839,BS37 6
2775,27176495,-1.17247,50.64835,PO36 9
2776,27176543,0.36426,51.86938,CM6 1
2777,27176602,0.71203,51.35092,ME10 5
2778,27176624,-2.61663,51.4258,BS13 7
2779,27176726,-2.05832,52.31917,B60 3
2780,27176855,-5.08548,50.4107,TR7 2
2781,27177181,-0.86385,51.4165,RG41 3
2782,27177203,1.38956,51.360890000000005,CT9 4
2783,27177343,-2.02471,52.61976,WS3 2
2784,27177591,-1.7198,52.20113,CV37 0
2785,27177665,-1.0656,50.83012,PO3 5
2786,27177739,0.03031,51.73812,EN9 2
2787,27177886,-0.07657,51.46378,SE15 4
2788,27178062,0.42378,51.58582,SS15 4
2789,27178359,-,,N/A
2790,27178429,-3.35942,55.945809999999994,EH12 9
2791,27178543,-3.39385,52.147490000000005,LD2 3
2792,27178974,-0.3398,51.23364,RH4 1
2793,27178994,-1.0689,53.19413,NG21 9
2794,27179117,-1.91237,50.76266,BH11 9
2795,27179181,-1.25441,54.56896,TS1 4
2796,27179310,1.38426,51.38528,CT9 1
2797,27179507,-1.86257,53.72249,HX1 1
2798,27179673,-1.89824,52.54682,B44 9
2799,27179677,-0.02927,51.65906,EN3 7
2800,27179839,-2.1956,53.288959999999996,SK10 4
2801,27179917,-0.4495,51.2076,GU5 9
2802,27179991,-3.56721,50.39803,TQ5 0
2803,27180045,0.38406,52.47609,CB7 4
2804,27180090,-3.00076,53.801719999999996,FY4 4
2805,27180203,-0.80507,51.46448,RG10 0
2806,27180214,0.07883,51.56477,IG1 4
2807,27180220,-5.93012,54.59729,BT1 5
2808,27180435,1.67437,52.5801,NR31 9
2809,27180467,-5.05589,50.367090000000005,TR8 5
2810,27180549,-1.76529,51.19245,SP4 9
2811,27180877,-3.02146,56.3189,KY15 4
2812,27181194,-0.46569,53.19149,LN4 1
2813,27181300,0.0939,51.56082,IG3 8
2814,27181385,-2.85505,53.33586,L24 1
2815,27181707,-0.40981,51.19508,RH5 6
2816,27181841,-0.22107,51.68783,EN6 3
2817,27181885,-0.37639,51.87925,LU2 9
2818,27182347,-3.64809,50.28849,TQ7 2
2819,27182361,-2.1447,52.59803,WV6 0
2820,27182588,-3.08544,53.318690000000004,CH60 3
2821,27182758,-0.37175,51.876259999999995,LU2 9
2822,27182767,-,,N/A
2823,27182865,-1.75535,51.177659999999996,SP4 7
2824,27182902,-1.37771,52.54074,LE10 0
2825,27182974,-3.69228,53.28735,LL29 9
2826,27183057,-2.28794,51.2448,BA11 5
2827,27183080,-3.12897,51.01146,TA1 5
2828,27183126,1.04623,52.94631999999999,NR25 7
2829,27183258,-4.8246,50.324529999999996,PL26 7
2830,27183597,0.84391,51.39513,ME12 4
2831,27183708,-2.94244,53.43767,L4 8
2832,27183722,0.4169,51.04566,TN5 7
2833,27184280,-3.83109,57.19282,PH22 1
2834,27184773,-2.53396,51.476040000000005,BS16 3
2835,27184800,-0.01059,51.48135,SE10 9
2836,27184816,-5.09398,50.397259999999996,TR8 5
2837,27184962,-4.19815,57.48248,IV2 3
2838,27185002,-4.15576,51.688179999999996,SA15 3
2839,27185012,-0.46735,51.40299,TW17 0
2840,27185028,-4.20858,57.48495,IV1 1
2841,27185912,-3.42971,53.33214,LL19 7
2842,27186063,-0.22082,51.567679999999996,NW2 1
2843,27186065,-1.15811,52.95478000000001,NG1 5
2844,27186099,-1.666,53.64049,WF4 4
2845,27186108,-0.78527,51.82938,HP22 5
2846,27186243,-2.36149,53.457919999999994,M41 7
2847,27186258,-0.62582,51.58566,HP9 2
2848,27186514,-0.01889,51.94604,SG9 9
2849,27186817,-1.70599,54.94786,NE21 6
2850,27186880,-3.91511,55.75583,ML2 0
2851,27186928,-1.3422,53.192330000000005,S44 5
2852,27187369,0.1939,51.87215,CM23 5
2853,27187371,-4.94572,50.29107,TR2 4
2854,27187452,-1.79439,51.084590000000006,SP1 3
2855,27187481,-0.48569,51.36995,KT15 2
2856,27187532,-2.40889,53.375069999999994,WA14 4
2857,27187631,-2.74701,53.35869,WA8 0
2858,27187691,-3.91297,56.113409999999995,FK7 7
2859,27187843,-,,N/A
2860,27188107,-1.50992,55.027930000000005,NE27 0
2861,27188188,-1.40904,53.38779,S9 5
2862,27188224,-3.08815,54.322309999999995,LA21 8
2863,27188408,-0.49284,51.35041,KT15 3
2864,27189034,-5.08288,50.41171,TR7 2
2865,27189110,-0.40678,50.9516,RH20 2
2866,27189184,-2.04838,52.45867,B63 3
2867,27189535,1.38512,51.21974,CT14 9
2868,27189545,-2.442,53.188140000000004,CW10 9
2869,27189554,-4.8285,50.51619,PL27 6
2870,27189556,-3.62116,51.03856,TA22 9
2871,27189599,-1.1304,52.59401999999999,LE2 6
2872,27189601,-2.14243,53.261509999999994,SK11 8
2873,27189617,-1.62318,52.28822,CV35 8
2874,27189704,-2.42968,53.59049,BL1 8
2875,27189803,-3.50296,55.931059999999995,EH52 5
2876,27190251,-1.2795,50.601620000000004,PO38 2
2877,27190304,-2.00859,51.19269,BA12 0
2878,27190492,-1.62332,53.81205,LS13 2
2879,27190914,-2.27273,53.3588,M90 1
2880,27190965,-1.84678,52.48431,B8 3
2881,27191264,-3.00918,51.136179999999996,TA6 3
2882,27191317,-4.26666,53.140240000000006,LL55 2
2883,27191414,0.10082,52.5588,PE15 8
2884,27192353,-1.72208,53.80693,BD2 3
2885,27192488,-5.33156,58.011219999999994,IV26 2
2886,27192936,-1.34968,52.840880000000006,DE74 2
2887,27192994,1.71669,52.454330000000006,NR33 7
2888,27193270,-2.85781,53.34267,L24 1
2889,27193784,-3.44945,56.0806,KY12 0
2890,27193947,-3.18289,55.92977,EH9 2
2891,27193974,-2.42418,52.67634,TF3 3
2892,27194107,-1.23481,51.76572,OX3 0
2893,27194496,-2.25929,53.39999,M22 4
2894,27194620,-1.08348,50.78709,PO5 2
2895,27194773,-0.37585,51.46921,TW3 3
2896,27194965,-4.55256,50.77726,EX23 0
2897,27195287,-4.26713,55.872569999999996,G20 7
2898,27195299,-2.48469,51.27158,BA3 4
2899,27195565,-4.98296,50.50928,PL28 8
2900,27195620,-4.25181,55.86424,G2 3
2901,27195668,-3.00011,51.58258,NP20 4
2902,27195682,-0.74556,52.26508,NN6 0
2903,27195748,1.01954,52.562180000000005,NR18 9
2904,27195786,-0.94105,52.230470000000004,NN5 4
2905,27195927,-4.17342,52.91308000000001,LL49 9
2906,27196201,-2.41579,53.3122,WA16 0
2907,27196255,-0.3698,51.51769,UB1 2
2908,27196269,-3.73312,53.77585,N/A
2909,27196389,-2.96631,51.34426,BS23 3
2910,27196398,-2.62342,53.44785,WA12 8
2911,27196581,-1.59103,54.782680000000006,DH1 4
2912,27196716,-6.65031,55.13295,BT52 2
2913,27196739,-3.34199,56.59166999999999,PH10 6
2914,27196814,-2.59642,51.495129999999996,BS10 5
2915,27197079,-1.73095,52.47748000000001,B37 7
2916,27197118,-1.16925,52.62576,LE3 1
2917,27197583,-1.20505,51.96113,OX27 7
2918,27197749,-1.57702,53.745940000000004,LS27 8
2919,27197771,-0.40948,51.66122,WD17 3
2920,27197860,-1.54908,53.80076,LS1 3
2921,27198214,-3.10539,52.86687,SY10 7
2922,27198331,-1.48782,52.45585,CV6 6
2923,27198372,-0.73458,52.084590000000006,MK16 8
2924,27198435,-0.78458,52.06147,MK13 7
2925,27198468,-3.99333,55.79745,ML1 1
2926,27198491,-1.08161,53.95839,YO1 8
2927,27198593,-1.51776,50.83059,SO42 7
2928,27198762,-0.25298,52.56635,PE2 9
2929,27198848,-1.80846,52.504459999999995,B36 8
2930,27198962,-1.26304,53.697390000000006,WF11 0
2931,27199373,-3.11925,53.40558000000001,CH46 7
2932,27199459,-4.10215,50.33099,PL9 0
2933,27200252,-3.98929,55.95264,G67 1
2934,27200337,-2.89642,53.46141,L11 0
2935,27200501,-5.32132,50.12721,TR13 9
2936,27200616,-2.22638,53.82591,BB9 5
2937,27200674,-2.25909,53.400459999999995,M22 4
2938,27201441,-0.76214,51.294959999999996,GU14 7
2939,27201550,-0.36158,51.70643,AL2 3
2940,27201797,-,,N/A
2941,27202417,-2.4173,53.090230000000005,CW1 6
2942,27202712,-2.98102,56.46236,DD1 5
2943,27202917,-0.86754,51.55772,RG9 3
2944,27203185,-1.87845,53.7257,HX1 5
2945,27203207,-2.87831,53.432469999999995,L12 6
2946,27203250,-1.31671,50.69272,PO30 5
2947,27203613,-5.28083,50.24713,TR16 4
2948,27203745,-3.05706,55.89406999999999,EH22 2
2949,27203847,-1.07753,51.26808,RG21 4
2950,27204021,-1.54736,53.793209999999995,LS1 4
2951,27204035,-3.08354,54.35311,LA21 8
2952,27204087,-2.76996,50.84751,DT8 3
2953,27204556,-0.59143,51.51697,SL1 3
2954,27204792,-0.75759,51.41003,RG12 7
2955,27204845,-2.76625,53.365,WA8 8
2956,27205191,0.7021,51.589009999999995,SS4 1
2957,27205277,-3.89466,50.290859999999995,TQ7 4
2958,27205641,-3.04263,53.40987,CH44 4
2959,27205766,-1.5055,54.13228,HG4 1
2960,27205932,-3.20618,51.46799,CF11 8
2961,27205975,-0.61749,52.66421,LE15 8
2962,27206068,-3.36875,55.682190000000006,EH46 7
2963,27206517,-0.26641,51.99913,SG15 6
2964,27206763,-0.84646,52.26158,NN3 3
2965,27206792,-1.9436,52.471759999999996,B16 9
2966,27207106,-1.68717,53.80415,LS28 7
2967,27207219,-1.73743,53.7809,BD4 7
2968,27207232,-1.37639,53.35796,S13 7
2969,27207249,-1.51058,53.319030000000005,S17 4
2970,27207255,-2.00441,52.429990000000004,B32 4
2971,27207481,-2.10125,52.96488000000001,ST3 7
2972,27207585,-2.21642,52.19044,WR1 2
2973,27207650,-2.03017,53.5178,OL5 9
2974,27207713,-1.2648,50.889540000000004,SO31 1
2975,27207758,1.02251,51.35975,CT5 1
2976,27208157,-2.20427,53.33784,SK9 2
2977,27208725,-0.31873,51.730109999999996,AL2 1
2978,27208737,-,,N/A
2979,27208870,-0.01052,51.50877,E14 0
2980,27208876,-1.02916,53.09761999999999,NG22 8
2981,27208960,-,,N/A
2982,27209052,-0.83597,53.55798000000001,DN9 1
2983,27209115,-0.08414,51.51378,EC2N 3
2984,27209187,-2.4173,53.090230000000005,CW1 6
2985,27209306,-3.0948,55.871280000000006,EH19 3
2986,27209342,-0.7946,51.36994,RG45 7
2987,27209494,1.31737,51.125040000000006,CT16 1
2988,27209580,-,,N/A
2989,27209686,-3.82217,53.312459999999994,LL30 1
2990,27209904,-0.24777,52.28931,PE19 5
2991,27209946,-1.67369,53.71536,WF16 9
2992,27210154,-0.90197,52.22168,NN4 8
2993,27210241,-2.97382,53.427530000000004,L5 3
2994,27210283,-1.13437,53.52,DN1 3
2995,27210316,-3.56171,55.904219999999995,EH54 8
2996,27210346,0.27808,51.13081,TN2 4
2997,27210651,-3.26089,55.898630000000004,EH13 0
2998,27210690,-1.53946,53.84141999999999,LS17 6
2999,27210935,-1.73052,52.448519999999995,B26 3
3000,27211218,-1.89824,52.54682,B44 9
3001,27211536,-2.44412,53.5826,BL1 4
3002,27211679,-0.01055,52.26959,CB23 4
3003,27211746,-5.2421,50.2301,TR15 3
3004,27211995,-4.08912,50.41162,PL6 8
3005,27212161,-4.279,57.4709,IV3 8
3006,27212230,-2.27503,51.8217,GL2 4
3007,27212263,-1.06895,53.53665,DN3 2
3008,27212316,-1.21033,52.62551,LE3 3
3009,27212397,-1.13011,52.68303,LE4 3
3010,27212478,-2.17811,53.548230000000004,M24 2
3011,27212493,-5.52805,56.23395,PA34 4
3012,27212698,-,,N/A
3013,27212818,-4.31867,55.91543000000001,G61 2
3014,27212858,-4.43505,55.869069999999994,PA3 2
3015,27212986,-2.99243,51.105309999999996,TA6 6
3016,27213038,-4.17654,57.45241,IV2 6
3017,27213234,1.33264,51.124990000000004,CT16 1
3018,27213277,0.33293,51.475229999999996,RM17 6
3019,27213358,0.23887,51.88602,CM24 1
3020,27213400,-0.69941,52.389559999999996,NN15 5
3021,27213537,-0.88777,52.26291,NN2 7
3022,27213571,-4.00431,51.06429,EX32 0
3023,27213676,-1.47359,53.39428,S3 9
3024,27213895,-,,N/A
3025,27213904,-2.93533,53.575669999999995,L39 7
3026,27214062,-3.17909,51.48158,CF10 2
3027,27214102,-2.98381,53.396919999999994,L1 0
3028,27214150,-2.11634,53.52862,OL8 1
3029,27214256,-2.02693,52.68766,WS11 0
3030,27214378,-1.8833,50.750609999999995,BH9 2
3031,27214611,-1.40307,54.87537,SR3 1
3032,27214652,-1.80411,53.8035,BD8 0
3033,27214840,-5.48288,50.21305,TR26 1
3034,27214906,-1.7343,53.79707,BD3 9
3035,27214908,-3.51426,53.302330000000005,LL18 5
3036,27215199,-3.02338,53.19525,CH5 2
3037,27215309,1.11299,52.10688,IP6 0
3038,27215396,-0.72745,52.287690000000005,NN8 2
3039,27215403,-1.46537,53.393919999999994,S3 9
3040,27215699,-2.08831,53.52559,OL8 2
3041,27216063,-4.66925,50.6795,PL35 0
3042,27216064,-0.65247,51.61031,HP9 1
3043,27216182,-2.9998,51.58263,NP20 4
3044,27216430,-,,N/A
3045,27216748,-1.68302,54.99484,NE5 2
3046,27216766,-1.47009,53.381130000000006,S1 2
3047,27217084,-2.97914,57.66563000000001,AB56 1
3048,27217185,-1.78688,50.71891,BH6 4
3049,27217270,-2.63908,53.41721,WA5 3
3050,27217338,-2.50385,53.73175,BB2 4
3051,27217387,-,,N/A
3052,27217482,-2.1874,51.1012,BA12 6
3053,27217487,-2.13433,53.60814,OL16 4
3054,27217866,1.22233,52.6397,NR5 9
3055,27218056,-3.58715,50.4372,TQ3 3
3056,27218094,-1.45897,52.52855,CV10 0
3057,27218102,-,,N/A
3058,27218266,0.05783,51.3736,BR6 8
3059,27218427,-1.68173,54.915969999999994,NE16 5
3060,27218815,-3.07903,50.70874,EX12 2
3061,27218819,-3.4481,50.600229999999996,EX7 0
3062,27218871,-1.84943,52.58813000000001,B74 4
